ID,Lane,Length,Netin,Netout,Loc,Dir,S_in,L_in,R_in,S_out,L_out,R_out,x0,y0,x1,y1
C12300369003,3,70,True,True,2,1,C12300369002,0,0,C12400098011,0,C12400091001,210704.300108,548047.957179,210741.0994,548177.5234
C12300366011,1,70,True,True,0,0,0,0,0,C12300366012,0,0,210705.7921,547902.4628,210742.053679,547962.33816
C12300366012,1,70,True,True,0,0,C12300366011,0,0,C12300366013,0,0,210742.053679,547962.33816,210778.315258,548022.21352
C12300366013,1,70,True,True,2,1,C12300366012,0,0,C12400094001,0,C12400079061,210778.315258,548022.21352,210848.4244,548137.9782
C12300367011,1,70,True,True,2,2,C12400093009,C12400080061,C12400091001,C12300367012,C12400080061,0,210838.1314,548144.1471,210801.880834,548084.289925
C12300367012,1,70,True,True,0,0,C12300367011,0,0,C12300367013,0,0,210801.880834,548084.289925,210765.630267,548024.43275
C12300367013,1,70,True,True,0,0,C12300367012,0,0,0,0,0,210765.630267,548024.43275,210695.5424,547908.7032
C12400091001,1,70,True,True,1,1,C12300374028,C12400097018,C12300369003,C12400092001,C12400097018,0,210733.3308,548173.5048,210841.281,548135.4047
C12400092001,1,70,True,True,1,2,C12400080061,C12300366013,C12400093009,C12400079061,C12300366013,0,210845.2748,548146.7206,210737.3246,548184.8207
C12400079061,1,70,True,True,1,1,C12400091001,C12400093009,C12300366013,C12400080061,C12400093009,0,210841.2418,548135.4187,210966.6545,548090.1749
C12400080061,1,70,True,True,1,2,C12400080053,C12400362004,0,C12400079051,C12400362004,0,210970.7268,548101.4628,210845.314,548146.7066
C12400079051,1,70,True,True,3,2,C12400079061,0,C12400362004,C12400079052,0,0,210966.6981,548090.1593,211032.7584,548067.009747
C12400079052,1,70,True,True,0,0,C12400079051,0,0,C12400079053,0,0,211032.7584,548067.009747,211098.818699,548043.860194
C12400079053,1,70,True,True,1,1,C12400079052,0,0,C12400079031,0,C12400349001,211098.818699,548043.860194,211228.7043,547998.3443
C12400080051,1,70,True,True,1,2,C12400080033,C12400348005,C12400377009,C12400080052,C12400348005,0,211232.4349,548009.7497,211166.43879,548032.877461
C12400080052,1,70,True,True,0,0,C12400080051,0,0,C12400080053,0,0,211166.43879,548032.877461,211100.442681,548056.005222
C12400080053,1,70,True,True,3,1,C12400080052,0,0,C12400080061,0,0,211100.442681,548056.005222,210970.6832,548101.4783
C12400349001,1,70,True,True,2,2,C12400377009,C12400080033,C12400079053,C12400349002,C12400080033,0,211207.667,548011.5107,211168.427481,547963.238613
C12400349002,1,70,True,True,0,0,C12400349001,0,0,C12400349003,0,0,211168.427481,547963.238613,211129.187962,547914.966525
C12400349003,1,70,True,True,0,0,C12400349002,0,0,C12400349004,0,0,211129.187962,547914.966525,211089.948443,547866.694438
C12400349004,1,70,True,True,0,0,C12400349003,0,0,C12400349005,0,0,211089.948443,547866.694438,211050.708924,547818.422351
C12400349005,1,70,True,True,0,0,C12400349004,0,0,0,0,0,211050.708924,547818.422351,210997.5685,547753.0495
C12400348001,1,70,True,True,0,0,0,0,0,C12400348002,0,0,211007.9573,547747.0435,211046.946979,547795.203001
C12400348002,1,70,True,True,0,0,C12400348001,0,0,C12400348003,0,0,211046.946979,547795.203001,211085.936658,547843.362502
C12400348003,1,70,True,True,0,0,C12400348002,0,0,C12400348004,0,0,211085.936658,547843.362502,211124.926337,547891.522003
C12400348004,1,70,True,True,0,0,C12400348003,0,0,C12400348005,0,0,211124.926337,547891.522003,211163.916016,547939.681504
C12400348005,1,70,True,True,2,1,C12400348004,0,0,C12400376001,0,C12400079031,211163.916016,547939.681504,211219.0886,548007.8299
C12400332001,1,70,True,True,0,0,0,0,0,C12400332002,0,0,211340.1284,547557.7309,211365.459065,547622.986398
C12400332002,1,70,True,True,0,0,C12400332001,0,0,C12400332003,0,0,211365.459065,547622.986398,211390.78973,547688.241897
C12400332003,1,70,True,True,0,0,C12400332002,0,0,C12400332004,0,0,211390.78973,547688.241897,211416.120394,547753.497395
C12400332004,1,70,True,True,0,0,C12400332003,0,0,C12400332005,0,0,211416.120394,547753.497395,211441.451059,547818.752893
C12400332005,1,70,True,True,2,1,C12400332004,0,0,0,0,C12400079021,211441.451059,547818.752893,211480.0597,547918.2144
C12400333001,1,70,True,True,2,2,0,C12400080021,C12400079033,C12400333002,C12400080021,0,211468.8617,547922.5277,211443.538865,547857.292255
C12400333002,1,70,True,True,0,0,C12400333001,0,0,C12400333003,0,0,211443.538865,547857.292255,211418.21603,547792.056811
C12400333003,1,70,True,True,0,0,C12400333002,0,0,C12400333004,0,0,211418.21603,547792.056811,211392.893195,547726.821366
C12400333004,1,70,True,True,0,0,C12400333003,0,0,C12400333005,0,0,211392.893195,547726.821366,211367.57036,547661.585921
C12400333005,1,70,True,True,0,0,C12400333004,0,0,0,0,0,211367.57036,547661.585921,211328.9737,547562.1551
C12400071021,1,70,True,True,2,2,C12400089008,C12400078022,C12400079011,C12400071022,C12400078022,0,211646.5164,547860.4662,211621.563879,547795.064457
C12400071022,1,70,True,True,0,0,C12400071021,0,0,C12400071023,0,0,211621.563879,547795.064457,211596.611358,547729.662715
C12400071023,1,70,True,True,0,0,C12400071022,0,0,C12400071024,0,0,211596.611358,547729.662715,211571.658837,547664.260972
C12400071024,1,70,True,True,0,0,C12400071023,0,0,0,0,0,211571.658837,547664.260972,211545.2425,547595.0225
C12400072021,1,70,True,True,0,0,0,0,0,C12400072022,0,0,211556.4542,547590.7449,211581.406713,547656.146646
C12400072022,1,70,True,True,0,0,C12400072021,0,0,C12400072023,0,0,211581.406713,547656.146646,211606.359226,547721.548392
C12400072023,1,70,True,True,0,0,C12400072022,0,0,C12400072024,0,0,211606.359226,547721.548392,211631.311739,547786.950138
C12400072024,1,70,True,True,2,1,C12400072023,0,0,C12400090001,0,C12400077021,211631.311739,547786.950138,211657.7281,547856.1887
C12400080021,1,70,True,True,1,2,C12400080011,0,C12400373008,C12400079021,0,0,211589.4572,547886.8834,211476.4247,547926.0405
C12400079021,1,70,True,True,1,1,C12400079033,0,C12400332005,C12400079011,0,0,211472.4967,547914.7016,211585.5292,547875.5445
C12400079011,2,68.5615331,True,True,1,1,C12400079021,C12400373008,0,C12400080011,C12400373008,0,211585.4904,547875.5581,211650.1194,547852.6716
C12400080011,2,68.56153302,True,True,1,2,C12400078022,C12400072024,C12400089008,C12400078011,C12400072024,0,211654.1251,547863.9833,211589.4961,547886.8698
C12400078011,1,70,True,True,1,2,C12400066007,C12400060058,C12400081018,C12400078012,C12400060058,0,212079.9153,547715.107,212013.875954,547738.319542
C12400078012,1,70,True,True,0,0,C12400078011,0,0,C12400078013,0,0,212013.875954,547738.319542,211947.836608,547761.532084
C12400078013,1,70,True,True,3,1,C12400078012,0,0,C12400078021,0,0,211947.836608,547761.532084,211840.6964,547799.1914
C12400077011,2,70,True,True,3,2,C12400077022,0,C12400337004,C12400077012,0,0,211836.7171,547787.8704,211902.756449,547764.657867
C12400077012,2,70,True,True,0,0,C12400077011,0,0,C12400077013,0,0,211902.756449,547764.657867,211968.795798,547741.445333
C12400077013,2,70,True,True,1,1,C12400077012,0,0,C12400065001,0,C12400059051,211968.795798,547741.445333,212075.9361,547703.786
C12400078021,1,70,True,True,1,2,C12400078013,C12400337004,0,C12400078022,C12400337004,0,211840.6751,547799.1988,211774.548963,547822.16292
C12400078022,1,70,True,True,4,1,C12400078021,0,0,C12400080011,0,C12400090001,211774.548963,547822.16292,211654.0906,547863.9954
C12400077021,1,70,True,True,4,2,C12400079011,C12400089008,C12400072024,C12400077022,C12400089008,0,211650.1539,547852.6595,211716.280036,547829.69538
C12400077022,1,70,True,True,1,1,C12400077021,0,0,C12400077011,0,C12400338001,211716.280036,547829.69538,211836.7384,547787.8629
C12400013021,5,70,True,True,0,0,0,0,0,C12400013022,0,0,209805.5073,549301.3438,209868.471962,549272.386571
C12400013022,5,70,True,True,0,0,C12400013021,0,0,C12400013023,0,0,209868.471962,549272.386571,209931.436625,549243.429342
C12400013023,5,70,True,True,0,0,C12400013022,0,0,C12400013024,0,0,209931.436625,549243.429342,209994.401287,549214.472114
C12400013024,5,70,True,True,0,0,C12400013023,0,0,C12400013025,0,0,209994.401287,549214.472114,210057.36595,549185.514885
C12400013025,5,70,True,True,0,0,C12400013024,0,0,C12400013026,0,0,210057.36595,549185.514885,210120.330612,549156.557656
C12400013026,5,70,True,True,0,0,C12400013025,0,0,C12400013027,0,0,210120.330612,549156.557656,210183.295275,549127.600427
C12400013027,5,70,True,True,0,0,C12400013026,0,0,C12400013028,0,0,210183.295275,549127.600427,210246.259937,549098.643198
C12400013028,5,70,True,True,0,0,C12400013027,0,0,C12400013029,0,0,210246.259937,549098.643198,210309.2246,549069.685969
C12400013029,5,70,True,True,0,0,C12400013028,0,0,C124000130210,0,0,210309.2246,549069.685969,210372.189262,549040.728741
C124000130210,5,70,True,True,0,0,C12400013029,0,0,C124000130211,0,0,210372.189262,549040.728741,210435.153925,549011.771512
C124000130211,5,70,True,True,0,0,C124000130210,0,0,C124000130212,0,0,210435.153925,549011.771512,210498.118587,548982.814283
C124000130212,5,70,True,True,0,0,C124000130211,0,0,C124000130213,0,0,210498.118587,548982.814283,210561.08325,548953.857054
C124000130213,5,70,True,True,0,0,C124000130212,0,0,C124000130214,0,0,210561.08325,548953.857054,210624.047912,548924.899825
C124000130214,5,70,True,True,0,0,C124000130213,0,0,C124000130215,0,0,210624.047912,548924.899825,210687.012575,548895.942596
C124000130215,5,70,True,True,0,0,C124000130214,0,0,C124000130216,0,0,210687.012575,548895.942596,210749.977237,548866.985368
C124000130216,5,70,True,True,0,0,C124000130215,0,0,0,0,0,210749.977237,548866.985368,210855.5694,548818.4239
C12400081011,5,70,True,True,2,2,C12400101021,C12400001022,C12400003022,C12400081012,C12400001022,0,212242.255,548283.4612,212222.313955,548216.361479
C12400081012,5,70,True,True,0,0,C12400081011,0,0,C12400081013,0,0,212222.313955,548216.361479,212202.372911,548149.261758
C12400081013,5,70,True,True,0,0,C12400081012,0,0,C12400081014,0,0,212202.372911,548149.261758,212182.431866,548082.162037
C12400081014,5,70,True,True,0,0,C12400081013,0,0,C12400081015,0,0,212182.431866,548082.162037,212162.490821,548015.062315
C12400081015,5,70,True,True,0,0,C12400081014,0,0,C12400081016,0,0,212162.490821,548015.062315,212142.549777,547947.962594
C12400081016,5,70,True,True,0,0,C12400081015,0,0,C12400081017,0,0,212142.549777,547947.962594,212122.608732,547880.862873
C12400081017,5,70,True,True,0,0,C12400081016,0,0,C12400081018,0,0,212122.608732,547880.862873,212102.667687,547813.763152
C12400081018,5,70,True,True,3,1,C12400081017,0,0,C12400059051,0,C12400078011,212102.667687,547813.763152,212072.1743,547711.1558
C12400082011,5,70,True,True,3,2,C12400060058,C12400077013,C12400066007,C12400082012,C12400077013,0,212083.6771,547707.7373,212103.618142,547774.837022
C12400082012,5,70,True,True,0,0,C12400082011,0,0,C12400082013,0,0,212103.618142,547774.837022,212123.559183,547841.936745
C12400082013,5,70,True,True,0,0,C12400082012,0,0,C12400082014,0,0,212123.559183,547841.936745,212143.500225,547909.036467
C12400082014,5,70,True,True,0,0,C12400082013,0,0,C12400082015,0,0,212143.500225,547909.036467,212163.441266,547976.136189
C12400082015,5,70,True,True,0,0,C12400082014,0,0,C12400082016,0,0,212163.441266,547976.136189,212183.382308,548043.235912
C12400082016,5,70,True,True,0,0,C12400082015,0,0,C12400082017,0,0,212183.382308,548043.235912,212203.323349,548110.335634
C12400082017,5,70,True,True,0,0,C12400082016,0,0,C12400082018,0,0,212203.323349,548110.335634,212223.264391,548177.435356
C12400082018,5,70,True,True,2,1,C12400082017,0,0,C12400102021,0,C12400002021,212223.264391,548177.435356,212253.7578,548280.0428
C12400059051,5,70,True,True,2,2,C12400081018,C12400066007,C12400077013,C12400059052,C12400066007,0,212072.1767,547711.1638,212052.22657,547644.066983
C12400059052,5,70,True,True,0,0,C12400059051,0,0,C12400059053,0,0,212052.22657,547644.066983,212032.27644,547576.970166
C12400059053,5,70,True,True,0,0,C12400059052,0,0,C12400059054,0,0,212032.27644,547576.970166,212012.32631,547509.873349
C12400059054,5,70,True,True,0,0,C12400059053,0,0,C12400059055,0,0,212012.32631,547509.873349,211992.37618,547442.776532
C12400059055,5,70,True,True,0,0,C12400059054,0,0,C12400059056,0,0,211992.37618,547442.776532,211972.42605,547375.679715
C12400059056,5,70,True,True,0,0,C12400059055,0,0,C12400059057,0,0,211972.42605,547375.679715,211952.47592,547308.582898
C12400059057,5,70,True,True,0,0,C12400059056,0,0,C12400059058,0,0,211952.47592,547308.582898,211932.52579,547241.48608
C12400059058,5,70,True,True,0,0,C12400059057,0,0,0,0,0,211932.52579,547241.48608,211903.0654,547142.4041
C12400060051,5,70,True,True,0,0,0,0,0,C12400060052,0,0,211914.5773,547139.0165,211934.525013,547206.105159
C12400060052,5,70,True,True,0,0,C12400060051,0,0,C12400060053,0,0,211934.525013,547206.105159,211954.472726,547273.193818
C12400060053,5,70,True,True,0,0,C12400060052,0,0,C12400060054,0,0,211954.472726,547273.193818,211974.420439,547340.282477
C12400060054,5,70,True,True,0,0,C12400060053,0,0,C12400060055,0,0,211974.420439,547340.282477,211994.368152,547407.371136
C12400060055,5,70,True,True,0,0,C12400060054,0,0,C12400060056,0,0,211994.368152,547407.371136,212014.315866,547474.459795
C12400060056,5,70,True,True,0,0,C12400060055,0,0,C12400060057,0,0,212014.315866,547474.459795,212034.263579,547541.548453
C12400060057,5,70,True,True,0,0,C12400060056,0,0,C12400060058,0,0,212034.263579,547541.548453,212054.211292,547608.637112
C12400060058,5,70,True,True,2,1,C12400060057,0,0,C12400082011,0,C12400065001,212054.211292,547608.637112,212083.6747,547707.7292
C12400298001,1,70,True,True,0,0,0,0,0,C12400298002,0,0,212359.3863,546883.3378,212378.816596,546950.587203
C12400298002,1,70,True,True,0,0,C12400298001,0,0,C12400298003,0,0,212378.816596,546950.587203,212398.246892,547017.836606
C12400298003,1,70,True,True,0,0,C12400298002,0,0,C12400298004,0,0,212398.246892,547017.836606,212417.677188,547085.08601
C12400298004,1,70,True,True,0,0,C12400298003,0,0,C12400298005,0,0,212417.677188,547085.08601,212437.107484,547152.335413
C12400298005,1,70,True,True,0,0,C12400298004,0,0,C12400298006,0,0,212437.107484,547152.335413,212456.53778,547219.584816
C12400298006,1,70,True,True,1,1,C12400298005,0,0,C12400322001,0,0,212456.53778,547219.584816,212487.772,547327.6883
C12400299001,1,70,True,True,1,2,C12400323003,0,0,C12400299002,0,0,212476.2436,547331.0192,212456.813304,547263.769797
C12400299002,1,70,True,True,0,0,C12400299001,0,0,C12400299003,0,0,212456.813304,547263.769797,212437.383008,547196.520394
C12400299003,1,70,True,True,0,0,C12400299002,0,0,C12400299004,0,0,212437.383008,547196.520394,212417.952712,547129.270991
C12400299004,1,70,True,True,0,0,C12400299003,0,0,C12400299005,0,0,212417.952712,547129.270991,212398.522417,547062.021588
C12400299005,1,70,True,True,0,0,C12400299004,0,0,C12400299006,0,0,212398.522417,547062.021588,212379.092121,546994.772185
C12400299006,1,70,True,True,0,0,C12400299005,0,0,0,0,0,212379.092121,546994.772185,212347.8579,546886.6687
C12400066001,1,70,True,True,1,2,C12400064003,C12400322003,C12400075003,C12400066002,C12400322003,0,212549.5267,547552.9386,212483.360617,547575.787403
C12400066002,1,70,True,True,0,0,C12400066001,0,0,C12400066003,0,0,212483.360617,547575.787403,212417.194533,547598.636206
C12400066003,1,70,True,True,0,0,C12400066002,0,0,C12400066004,0,0,212417.194533,547598.636206,212351.02845,547621.48501
C12400066004,1,70,True,True,0,0,C12400066003,0,0,C12400066005,0,0,212351.02845,547621.48501,212284.862367,547644.333813
C12400066005,1,70,True,True,0,0,C12400066004,0,0,C12400066006,0,0,212284.862367,547644.333813,212218.696284,547667.182616
C12400066006,1,70,True,True,0,0,C12400066005,0,0,C12400066007,0,0,212218.696284,547667.182616,212152.5302,547690.031419
C12400066007,1,70,True,True,4,1,C12400066006,0,0,C12400078011,0,C12400082011,212152.5302,547690.031419,212079.8842,547715.1179
C12400065001,1,70,True,True,4,2,C12400077013,C12400081018,C12400060058,C12400065002,C12400081018,0,212075.9672,547703.7752,212142.13328,547680.926389
C12400065002,1,70,True,True,0,0,C12400065001,0,0,C12400065003,0,0,212142.13328,547680.926389,212208.299361,547658.077577
C12400065003,1,70,True,True,0,0,C12400065002,0,0,C12400065004,0,0,212208.299361,547658.077577,212274.465441,547635.228766
C12400065004,1,70,True,True,0,0,C12400065003,0,0,C12400065005,0,0,212274.465441,547635.228766,212340.631521,547612.379954
C12400065005,1,70,True,True,0,0,C12400065004,0,0,C12400065006,0,0,212340.631521,547612.379954,212406.797602,547589.531143
C12400065006,1,70,True,True,0,0,C12400065005,0,0,C12400065007,0,0,212406.797602,547589.531143,212472.963682,547566.682331
C12400065007,1,70,True,True,1,1,C12400065006,0,0,C12400063001,0,C12400323001,212472.963682,547566.682331,212545.6098,547541.5958
C12400062001,1,70,True,True,1,2,0,C12400056003,C12400083013,C12400062002,C12400056003,0,213028.6278,547391.164,212962.126254,547413.01725
C12400062002,1,70,True,True,0,0,C12400062001,0,0,C12400062003,0,0,212962.126254,547413.01725,212895.624707,547434.8705
C12400062003,1,70,True,True,4,1,C12400062002,0,0,C12400064001,0,C12400070011,212895.624707,547434.8705,212795.5044,547467.7713
C12400061001,1,70,True,True,4,2,C12400063003,C12400069014,C12400058025,C12400061002,C12400069014,0,212791.7581,547456.3711,212858.259638,547434.517824
C12400061002,1,70,True,True,0,0,C12400061001,0,0,C12400061003,0,0,212858.259638,547434.517824,212924.761176,547412.664549
C12400061003,1,70,True,True,1,1,C12400061002,0,0,0,0,C12400055021,212924.761176,547412.664549,213024.8815,547379.7637
C12400064001,1,70,True,True,1,2,C12400062003,C12400058025,C12400069014,C12400064002,C12400058025,0,212795.5943,547467.741,212729.446834,547490.643669
C12400064002,1,70,True,True,0,0,C12400064001,0,0,C12400064003,0,0,212729.446834,547490.643669,212663.299369,547513.546338
C12400064003,1,70,True,True,4,1,C12400064002,0,0,C12400066001,0,C12400076001,212663.299369,547513.546338,212549.5313,547552.937
C12400063001,1,70,True,True,4,2,C12400065007,C12400075003,C12400322003,C12400063002,C12400075003,0,212545.6052,547541.5974,212611.752663,547518.694723
C12400063002,1,70,True,True,0,0,C12400063001,0,0,C12400063003,0,0,212611.752663,547518.694723,212677.900125,547495.792045
C12400063003,1,70,True,True,1,1,C12400063002,0,0,C12400061001,0,C12400057021,212677.900125,547495.792045,212791.6681,547456.4014
C12400070011,1,70,True,True,2,2,C12400058025,C12400063003,C12400062003,C12400070012,C12400063003,0,212799.1318,547464.4679,212771.170626,547528.641043
C12400070012,1,70,True,True,0,0,C12400070011,0,0,C12400070013,0,0,212771.170626,547528.641043,212743.209452,547592.814187
C12400070013,1,70,True,True,0,0,C12400070012,0,0,C12400070014,0,0,212743.209452,547592.814187,212715.248278,547656.98733
C12400070014,1,70,True,True,2,1,C12400070013,0,0,C12400070021,0,C12400339001,212715.248278,547656.98733,212670.0148,547760.8018
C12400069011,1,70,True,True,2,2,C12400069021,C12400340006,0,C12400069012,C12400340006,0,212659.0138,547756.0085,212686.974948,547691.835345
C12400069012,1,70,True,True,0,0,C12400069011,0,0,C12400069013,0,0,212686.974948,547691.835345,212714.936096,547627.662191
C12400069013,1,70,True,True,0,0,C12400069012,0,0,C12400069014,0,0,212714.936096,547627.662191,212742.897243,547563.489036
C12400069014,1,70,True,True,2,1,C12400069013,0,0,C12400057021,0,C12400064001,212742.897243,547563.489036,212788.1307,547459.6745
C12400076001,1,70,True,True,3,2,C12400322003,C12400065007,C12400064003,C12400076002,C12400065007,0,212553.2615,547545.3732,212575.357787,547611.794381
C12400076002,1,70,True,True,0,0,C12400076001,0,0,C12400076003,0,0,212575.357787,547611.794381,212597.454073,547678.215562
C12400076003,1,70,True,True,2,1,C12400076002,0,0,C12400086001,0,C12400069021,212597.454073,547678.215562,212641.6325,547811.0154
C12400075001,1,70,True,True,2,2,C12400085019,C12400070021,C12400087006,C12400075002,C12400070021,0,212630.246,547814.8034,212608.149713,547748.382219
C12400075002,1,70,True,True,0,0,C12400075001,0,0,C12400075003,0,0,212608.149713,547748.382219,212586.053427,547681.961039
C12400075003,1,70,True,True,3,1,C12400075002,0,0,C12400323001,0,C12400066001,212586.053427,547681.961039,212541.875,547549.1612
C12400006011,5,64.27364093,True,True,3,1,C12400004032,C12400090008,C12400099002,C12400446001,C12400090008,0,211871.444,548433.3349,211812.1772,548458.2058
C12400446001,1,70,True,True,1,2,0,0,C12400140005,C12400446002,0,0,210780.3917,549620.7764,210800.775634,549687.741784
C12400446002,1,70,True,True,0,0,C12400446001,0,0,C12400446003,0,0,210800.775634,549687.741784,210821.159569,549754.707168
C12400446003,1,70,True,True,0,0,C12400446002,0,0,C12400446004,0,0,210821.159569,549754.707168,210841.543503,549821.672552
C12400446004,1,70,True,True,1,1,C12400446003,0,0,C12400453001,0,C12400449001,210841.543503,549821.672552,210871.9791,549921.6597
C12400005011,6,64.27364101,True,True,3,2,C12400005026,0,C12400372008,C12400453001,0,0,211807.5338,548447.1406,211866.8006,548422.2697
C12400453001,1,70,True,True,2,2,C12400446004,0,C12400450004,C12400453002,0,0,210872.0659,549921.9632,210889.777969,549989.58812
C12400453002,1,70,True,True,0,0,C12400453001,0,0,C12400453003,0,0,210889.777969,549989.58812,210907.490039,550057.21304
C12400453003,1,70,True,True,0,0,C12400453002,0,0,C12400453004,0,0,210907.490039,550057.21304,210925.202108,550124.83796
C12400453004,1,70,True,True,1,1,C12400453003,0,0,C12400205001,0,C12400189021,210925.202108,550124.83796,210957.2997,550247.387
C12400006021,5,70,True,True,1,2,C12400006011,C12400372008,0,C12400006022,C12400372008,0,211812.0169,548458.2703,211746.716531,548483.486924
C12400006022,5,70,True,True,0,0,C12400006021,0,0,C12400006023,0,0,211746.716531,548483.486924,211681.416162,548508.703548
C12400006023,5,70,True,True,0,0,C12400006022,0,0,C12400006024,0,0,211681.416162,548508.703548,211616.115793,548533.920173
C12400006024,5,70,True,True,0,0,C12400006023,0,0,C12400006025,0,0,211616.115793,548533.920173,211550.815424,548559.136797
C12400006025,5,70,True,True,0,0,C12400006024,0,0,C12400006026,0,0,211550.815424,548559.136797,211485.515055,548584.353421
C12400006026,5,70,True,True,3,1,C12400006025,0,0,C12400006031,0,0,211485.515055,548584.353421,211391.3286,548620.7248
C12400005021,5,70,True,True,3,2,C12400005033,0,C12400376009,C12400005022,0,0,211387.0057,548609.5305,211452.306071,548584.313881
C12400005022,5,70,True,True,0,0,C12400005021,0,0,C12400005023,0,0,211452.306071,548584.313881,211517.606442,548559.097262
C12400005023,5,70,True,True,0,0,C12400005022,0,0,C12400005024,0,0,211517.606442,548559.097262,211582.906813,548533.880643
C12400005024,5,70,True,True,0,0,C12400005023,0,0,C12400005025,0,0,211582.906813,548533.880643,211648.207183,548508.664024
C12400005025,5,70,True,True,0,0,C12400005024,0,0,C12400005026,0,0,211648.207183,548508.664024,211713.507554,548483.447405
C12400005026,5,70,True,True,1,1,C12400005025,0,0,C12400005011,0,C12400373001,211713.507554,548483.447405,211807.6941,548447.076
C12400006031,5,70,True,True,1,2,C12400006026,C12400376009,0,C12400006032,C12400376009,0,211391.4373,548620.6816,211326.640959,548647.166495
C12400006032,5,70,True,True,0,0,C12400006031,0,0,C12400006033,0,0,211326.640959,548647.166495,211261.844619,548673.651391
C12400006033,5,70,True,True,4,1,C12400006032,0,0,C12400010011,0,C12400401001,211261.844619,548673.651391,211185.5911,548704.8193
C12400205001,3,70,True,True,2,2,C12400453004,0,C12400190025,C12400205002,0,0,210957.1078,550246.2939,210976.500492,550313.550913
C12400205002,3,70,True,True,0,0,C12400205001,0,0,C12400205003,0,0,210976.500492,550313.550913,210995.893185,550380.807926
C12400205003,3,70,True,True,1,1,C12400205002,0,0,C12400480001,0,0,210995.893185,550380.807926,211026.7259,550487.7408
C12400005031,5,70,True,True,4,2,C12400009023,C12400402004,C12400094009,C12400005032,C12400402004,0,211181.0508,548693.7114,211245.847141,548667.226505
C12400005032,5,70,True,True,0,0,C12400005031,0,0,C12400005033,0,0,211245.847141,548667.226505,211310.643481,548640.741609
C12400005033,5,70,True,True,1,1,C12400005032,0,0,C12400005021,0,C12400377001,211310.643481,548640.741609,211386.897,548609.5737
C12400480001,4,70,True,True,2,2,C12400205003,0,0,C12400120011,0,0,211026.8861,550488.4319,211057.6833,550591.1174
C12400120011,2,70,True,True,1,1,C12400100002,C124001050010,C12400096022,C12400119011,C124001050010,0,211940.8737,548595.5253,211989.5571,548723.0547
C12400119011,2,70,True,True,1,2,C12400119025,C12400392002,0,C12400400001,C12400392002,0,211978.3462,548727.3344,211929.6628,548599.805
C12400400001,2,69.86066459,True,True,0,0,0,0,0,C12400004031,0,0,210958.8187,548787.9001,210925.8352,548847.5582
C12400004031,5,70,True,True,1,2,C12400004022,0,C12400384002,C12400004032,0,0,212065.5184,548357.1876,212000.354892,548382.755833
C12400004032,5,70,True,True,4,1,C12400004031,0,0,C12400006011,0,C12400100001,212000.354892,548382.755833,211871.3139,548433.3877
C12400396001,1,70,True,True,0,0,0,0,0,C12400003031,0,0,210898.4221,548743.411,210979.5606,548768.7697
C12400003031,4,70,True,True,4,2,C12400005011,C12400099002,C12400090008,C12400003032,C12400099002,0,211866.9307,548422.2169,211932.094201,548396.64865
C12400003032,4,70,True,True,1,1,C12400003031,0,0,C12400003021,0,0,211932.094201,548396.64865,212061.1353,548346.0167
C12300917001,1,70,True,True,0,0,0,0,0,C12400100001,0,0,210855.5694,548818.4239,210888.3842,548752.3911
C12400100001,3,70,True,True,3,2,C12400090008,C12400005011,C12400004032,C12400100002,C12400005011,0,211874.7133,548425.6251,211900.114015,548490.854087
C12400100002,3,70,True,True,2,1,C12400100001,0,0,C12400120011,0,C12400095021,211900.114015,548490.854087,211940.8593,548595.4879
C12400403001,1,60.98295465,True,True,0,0,0,0,0,C12400099001,0,0,210914.9487,548853.3568,210861.0436,548829.1278
C12400099001,3,70,True,True,2,2,0,0,0,C12400099002,0,0,211929.6772,548599.8423,211904.276518,548534.6133
C12400099002,3,70,True,True,3,1,C12400099001,0,0,C12400089001,0,C12400006011,211904.276518,548534.6133,211863.5313,548429.9795
C12400004021,5,70,True,True,1,2,C12400001022,C12400082018,C12400101021,C12400004022,C12400082018,0,212250.129,548287.364,212184.655479,548312.127601
C12400004022,5,70,True,True,3,1,C12400004021,0,0,C12400004031,0,C12400383001,212184.655479,548312.127601,212065.4494,548357.2141
C12400003021,5,70,True,True,3,2,C12400003032,C12400384002,0,C12400003022,C12400384002,0,212061.2043,548345.9901,212126.677817,548321.226487
C12400003022,5,70,True,True,1,1,C12400003021,0,0,C12400002021,0,C12400081011,212126.677817,548321.226487,212245.8838,548276.14
C12400383001,1,70,True,True,2,2,0,C12400003032,C12400004022,C12400383002,C12400003032,0,212069.0598,548349.832,212089.711777,548416.716329
C12400383002,1,70,True,True,2,1,C12400383001,0,0,C12400289001,0,C12400095011,212089.711777,548416.716329,212115.6265,548500.6448
C12400384001,1,70,True,True,2,2,C12400388002,C12400096012,C12400095022,C12400384002,C12400096012,0,212104.1607,548504.1851,212083.508682,548437.300784
C12400384002,1,70,True,True,2,1,C12400384001,0,0,0,0,C12400004031,212083.508682,548437.300784,212057.5939,548353.3723
C12400289001,1,70,True,True,3,2,C12400383002,C12400095022,C12400096012,C12400289002,C12400095022,0,212115.6484,548500.7171,212135.456503,548567.856186
C12400289002,1,70,True,True,2,1,C12400289001,0,0,C12400404001,0,C12400389001,212135.456503,548567.856186,212165.9193,548671.1091
C12400388001,1,70,True,True,2,2,C12400405006,C12400390002,C12400391002,C12400388002,C12400390002,0,212154.4098,548674.5048,212134.601661,548607.365725
