ID,Lane,Length,Netin,Netout,Loc,Dir,S_in,L_in,R_in,S_out,L_out,R_out,x0,y0,x1,y1
C12400388002,1,70,True,True,3,1,C12400388001,0,0,C12400384001,0,C12400096021,212134.601661,548607.365725,212104.1388,548504.1128
C12400095021,1,70,True,True,4,2,C124001050010,C12400099002,C12400100002,C12400095022,C12400099002,0,211932.3952,548592.3978,211993.847994,548558.878081
C12400095022,1,70,True,True,1,1,C12400095021,0,0,C12400095011,0,C12400384001,211993.847994,548558.878081,212107.0205,548497.1476
C12400096021,1,70,True,True,1,2,C12400096012,C12400383002,C12400388002,C12400096022,C12400383002,0,212112.7667,548507.6823,212051.313905,548541.202019
C12400096022,1,70,True,True,4,1,C12400096021,0,0,C12400106001,0,C12400120011,212051.313905,548541.202019,211938.1414,548602.9325
C12400095011,1,70,True,True,4,2,C12400095022,C12400388002,C12400383002,C12400095012,C12400388002,0,212106.837,548497.2519,212167.072508,548461.590975
C12400095012,1,70,True,True,1,1,C12400095011,0,0,C12400380001,0,C12400101021,212167.072508,548461.590975,212279.3456,548395.1225
C12400096011,1,70,True,True,1,2,C12400381003,C12400102021,C12400101033,C12400096012,C12400102021,0,212285.4589,548405.4486,212225.223392,548441.109525
C12400096012,1,70,True,True,4,1,C12400096011,0,0,C12400096021,0,C12400289001,212225.223392,548441.109525,212112.9503,548507.578
C12400102021,4,70,True,True,2,1,C12400082018,C12400003022,C12400001022,C12400101021,C12400003022,0,212253.7687,548280.0799,212288.1646,548398.6135
C12400101021,5,70,True,True,2,2,C12400101033,C12400381003,C12400095012,C12400102031,C12400381003,0,212276.64,548401.9577,212242.2441,548283.4241
C12400102031,3,70,True,True,3,2,C12400102021,C12400095012,C12400381003,C12400102032,C12400095012,0,212288.1504,548398.5653,212308.219863,548465.626727
C12400102032,3,70,True,True,0,0,C12400102031,0,0,C12400102033,0,0,212308.219863,548465.626727,212328.289326,548532.688154
C12400102033,3,70,True,True,2,1,C12400102032,0,0,C12400102041,0,0,212328.289326,548532.688154,212353.238,548616.0533
C12400101031,3,70,True,True,2,2,C12400101046,0,C12400389002,C12400101032,0,0,212341.7418,548619.4937,212321.672329,548552.432276
C12400101032,3,70,True,True,0,0,C12400101031,0,0,C12400101033,0,0,212321.672329,548552.432276,212301.602858,548485.370852
C12400101033,3,70,True,True,3,1,C12400101032,0,0,C12400101021,0,C12400096011,212301.602858,548485.370852,212276.6542,548402.0058
C12400390001,1,70,True,True,1,2,0,C12400102033,C12400101046,C12400390002,C12400102033,0,212349.1812,548623.5302,212282.019456,548643.261351
C12400390002,1,70,True,True,4,1,C12400390001,0,0,C12400392001,0,C12400404001,212282.019456,548643.261351,212161.8558,548678.5637
C12400389001,1,70,True,True,4,2,C12400391002,C12400405006,C12400289002,C12400389002,C12400405006,0,212158.4733,548667.0502,212225.635054,548647.319082
C12400389002,1,70,True,True,1,1,C12400389001,0,0,0,0,C12400101031,212225.635054,548647.319082,212345.7987,548612.0168
C12400102041,3,70,True,True,3,2,C12400102033,C12400389002,0,C12400102042,C12400389002,0,212353.2343,548616.0409,212373.447799,548683.059055
C12400102042,3,70,True,True,0,0,C12400102041,0,0,C12400102043,0,0,212373.447799,548683.059055,212393.661298,548750.07721
C12400102043,3,70,True,True,0,0,C12400102042,0,0,C12400102044,0,0,212393.661298,548750.07721,212413.874797,548817.095365
C12400102044,3,70,True,True,0,0,C12400102043,0,0,C12400102045,0,0,212413.874797,548817.095365,212434.088296,548884.113519
C12400102045,3,70,True,True,0,0,C12400102044,0,0,C12400102046,0,0,212434.088296,548884.113519,212454.301795,548951.131674
C12400102046,3,70,True,True,2,1,C12400102045,0,0,C12400130011,0,C12400117001,212454.301795,548951.131674,212487.9104,549062.5615
C12400101041,3,70,True,True,2,2,C12400129016,C12400118007,C12400120032,C12400101042,C12400118007,0,212476.4216,549066.0266,212456.208097,548999.008447
C12400101042,3,70,True,True,0,0,C12400101041,0,0,C12400101043,0,0,212456.208097,548999.008447,212435.994594,548931.990293
C12400101043,3,70,True,True,0,0,C12400101042,0,0,C12400101044,0,0,212435.994594,548931.990293,212415.781091,548864.97214
C12400101044,3,70,True,True,0,0,C12400101043,0,0,C12400101045,0,0,212415.781091,548864.97214,212395.567587,548797.953987
C12400101045,3,70,True,True,0,0,C12400101044,0,0,C12400101046,0,0,212395.567587,548797.953987,212375.354084,548730.935833
C12400101046,3,70,True,True,3,1,C12400101045,0,0,C12400101031,0,C12400390001,212375.354084,548730.935833,212341.7455,548619.5061
C12400392001,1,70,True,True,1,2,C12400390002,C12400289002,C12400405006,C12400392002,C12400289002,0,212161.8744,548678.5582,212094.776732,548698.506148
C12400392002,1,70,True,True,3,1,C12400392001,0,0,0,0,C12400120021,212094.776732,548698.506148,211985.6615,548730.9458
C12400391001,1,70,True,True,3,2,0,C12400119025,C12400120011,C12400391002,C12400119025,0,211982.2419,548719.4433,212049.339565,548699.495341
C12400391002,1,70,True,True,1,1,C12400391001,0,0,C12400389001,0,C12400388001,212049.339565,548699.495341,212158.4547,548667.0557
C12400404001,1,70,True,True,3,2,C12400289002,C12400391002,C12400390002,C12400404002,C12400391002,0,212165.9196,548671.1101,212185.716572,548738.252471
C12400404002,1,70,True,True,0,0,C12400404001,0,0,C12400404003,0,0,212185.716572,548738.252471,212205.513544,548805.394841
C12400404003,1,70,True,True,0,0,C12400404002,0,0,C12400404004,0,0,212205.513544,548805.394841,212225.310516,548872.537212
C12400404004,1,70,True,True,0,0,C12400404003,0,0,C12400404005,0,0,212225.310516,548872.537212,212245.107488,548939.679583
C12400404005,1,70,True,True,0,0,C12400404004,0,0,C12400404006,0,0,212245.107488,548939.679583,212264.90446,549006.821953
C12400404006,1,70,True,True,1,1,C12400404005,0,0,0,0,C12400120031,212264.90446,549006.821953,212284.85,549074.4682
C12400405001,1,70,True,True,1,2,0,C12400119032,C42,C12400405002,C12400119032,0,212273.3399,549077.8619,212253.542928,549010.71953
C12400405002,1,70,True,True,0,0,C12400405001,0,0,C12400405003,0,0,212253.542928,549010.71953,212233.745956,548943.577159
C12400405003,1,70,True,True,0,0,C12400405002,0,0,C12400405004,0,0,212233.745956,548943.577159,212213.948984,548876.434789
C12400405004,1,70,True,True,0,0,C12400405003,0,0,C12400405005,0,0,212213.948984,548876.434789,212194.152012,548809.292418
C12400405005,1,70,True,True,0,0,C12400405004,0,0,C12400405006,0,0,212194.152012,548809.292418,212174.35504,548742.150048
C12400405006,1,70,True,True,3,1,C12400405005,0,0,C12400388001,0,C12400392001,212174.35504,548742.150048,212154.4095,548674.5038
C12400120031,2,70,True,True,3,2,C42,0,C12400404006,C12400120032,0,0,212278.7448,549070.1753,212348.625634,549066.090249
C12400120032,2,70,True,True,1,1,C12400120031,0,0,C12400117001,0,C12400101041,212348.625634,549066.090249,212481.8158,549058.3043
C12400119031,2,70,True,True,1,2,C12400118007,C12400102046,C12400129016,C12400119032,C12400102046,0,212482.5161,549070.2838,212412.635266,549074.368851
C12400119032,2,70,True,True,3,1,C12400119031,0,0,C31,0,0,212412.635266,549074.368851,212279.4451,549082.1548
C12400189021,2,70,True,True,3,2,0,C12400601003,C12400453004,C12400189022,C12400601003,0,210948.4706,550242.5931,211010.098502,550209.396555
C12400189022,2,70,True,True,0,0,C12400189021,0,0,C12400189023,0,0,211010.098502,550209.396555,211071.726403,550176.200009
C12400189023,2,70,True,True,0,0,C12400189022,0,0,C12400189024,0,0,211071.726403,550176.200009,211133.354305,550143.003464
C12400189024,2,70,True,True,0,0,C12400189023,0,0,C12400189025,0,0,211133.354305,550143.003464,211194.982206,550109.806918
C12400189025,2,70,True,True,1,1,C12400189024,0,0,C12400175001,0,C12400169001,211194.982206,550109.806918,211265.2901,550071.9348
C12400190021,1,70,True,True,1,2,C12400176003,C12400170003,C12400185002,C12400190022,C12400170003,0,211270.961,550082.5102,211209.338362,550115.703927
C12400190022,1,70,True,True,0,0,C12400190021,0,0,C12400190023,0,0,211209.338362,550115.703927,211147.715725,550148.897655
C12400190023,1,70,True,True,0,0,C12400190022,0,0,C12400190024,0,0,211147.715725,550148.897655,211086.093087,550182.091382
C12400190024,1,70,True,True,0,0,C12400190023,0,0,C12400190025,0,0,211086.093087,550182.091382,211024.470449,550215.28511
C12400190025,1,70,True,True,3,1,C12400190024,0,0,0,0,C12400205001,211024.470449,550215.28511,210954.1684,550253.1541
C12400139001,1,70,True,True,2,2,0,C12400599004,0,C12400139002,C12400599004,0,210773.5681,549616.5937,210842.434376,549604.045767
C12400139002,1,70,True,True,0,0,C12400139001,0,0,C12400139003,0,0,210842.434376,549604.045767,210911.300652,549591.497835
C12400139003,1,70,True,True,0,0,C12400139002,0,0,C12400139004,0,0,210911.300652,549591.497835,210980.166927,549578.949902
C12400139004,1,70,True,True,0,0,C12400139003,0,0,C12400139005,0,0,210980.166927,549578.949902,211049.033203,549566.401969
C12400139005,1,70,True,True,1,1,C12400139004,0,0,C12400131011,0,C12400125001,211049.033203,549566.401969,211122.5872,549552.9999
C12400140001,1,70,True,True,1,2,C12400132013,C12400126006,C12400151003,C12400140002,C12400126006,0,211124.7383,549564.8055,211055.872027,549577.353448
C12400140002,1,70,True,True,0,0,C12400140001,0,0,C12400140003,0,0,211055.872027,549577.353448,210987.005754,549589.901397
C12400140003,1,70,True,True,0,0,C12400140002,0,0,C12400140004,0,0,210987.005754,549589.901397,210918.139481,549602.449345
C12400140004,1,70,True,True,0,0,C12400140003,0,0,C12400140005,0,0,210918.139481,549602.449345,210849.273208,549614.997293
C12400140005,1,70,True,True,2,1,C12400140004,0,0,0,0,C12400446001,210849.273208,549614.997293,210775.7191,549628.3994
C12400132021,2,70,True,True,1,2,C28,C12400122009,C12400143004,C12400132022,C12400122009,0,211725.4105,549456.193,211656.490155,549468.440542
C12400132022,2,70,True,True,0,0,C12400132021,0,0,C12400132023,0,0,211656.490155,549468.440542,211587.569811,549480.688083
C12400132023,2,70,True,True,0,0,C12400132022,0,0,C12400132024,0,0,211587.569811,549480.688083,211518.649466,549492.935625
C12400132024,2,70,True,True,0,0,C12400132023,0,0,C12400132025,0,0,211518.649466,549492.935625,211449.729121,549505.183166
C12400132025,2,70,True,True,3,1,C12400132024,0,0,C12400132011,0,C12400442001,211449.729121,549505.183166,211368.7912,549519.5663
C12400131021,2,70,True,True,3,2,C12400131013,C12400441004,0,C12400131022,C12400441004,0,211366.6916,549507.7514,211435.611945,549495.503862
C12400131022,2,70,True,True,0,0,C12400131021,0,0,C12400131023,0,0,211435.611945,549495.503862,211504.53229,549483.256324
C12400131023,2,70,True,True,0,0,C12400131022,0,0,C12400131024,0,0,211504.53229,549483.256324,211573.452636,549471.008785
C12400131024,2,70,True,True,0,0,C12400131023,0,0,C12400131025,0,0,211573.452636,549471.008785,211642.372981,549458.761247
C12400131025,2,70,True,True,1,1,C12400131024,0,0,C11,0,C12400121001,211642.372981,549458.761247,211723.311,549444.3781
C12400132011,2,70,True,True,1,2,C12400132025,0,C12400441004,C12400132012,0,0,211368.835,549519.5584,211300.007376,549532.316675
C12400132012,2,70,True,True,0,0,C12400132011,0,0,C12400132013,0,0,211300.007376,549532.316675,211231.179753,549545.07495
C12400132013,2,70,True,True,4,1,C12400132012,0,0,C12400140001,0,C12400152001,211231.179753,549545.07495,211124.7563,549564.8022
C12400131011,2,70,True,True,4,2,C12400139005,C12400151003,C12400126006,C12400131012,C12400151003,0,211122.5692,549553.0032,211191.396823,549540.24492
C12400131012,2,70,True,True,0,0,C12400131011,0,0,C12400131013,0,0,211191.396823,549540.24492,211260.224445,549527.486639
C12400131013,2,70,True,True,1,1,C12400131012,0,0,C12400131021,0,0,211260.224445,549527.486639,211366.6478,549507.7594
C12400442001,1,70,True,True,2,2,0,C12400131013,C12400132025,C12400442002,C12400131013,0,211373.6725,549514.5656,211363.094109,549583.761793
C12400442002,1,70,True,True,0,0,C12400442001,0,0,C12400442003,0,0,211363.094109,549583.761793,211352.515718,549652.957987
C12400442003,1,70,True,True,0,0,C12400442002,0,0,C12400442004,0,0,211352.515718,549652.957987,211341.937327,549722.15418
C12400442004,1,70,True,True,3,1,C12400442003,0,0,0,0,C12400156021,211341.937327,549722.15418,211330.413,549797.538
C12400441001,1,70,True,True,3,2,0,C12400155023,C12400156011,C12400441002,C12400155023,0,211318.5508,549795.7246,211329.129191,549726.528407
C12400441002,1,70,True,True,0,0,C12400441001,0,0,C12400441003,0,0,211329.129191,549726.528407,211339.707582,549657.332213
C12400441003,1,70,True,True,0,0,C12400441002,0,0,C12400441004,0,0,211339.707582,549657.332213,211350.285973,549588.13602
C12400441004,1,70,True,True,2,1,C12400441003,0,0,0,0,C12400132011,211350.285973,549588.13602,211361.8103,549512.7522
C12400169001,2,70,True,True,2,2,C12400185002,C12400176003,C12400189025,C12400169002,C12400176003,0,211262.338,550078.8051,211243.874352,550011.283926
C12400169002,2,70,True,True,0,0,C12400169001,0,0,C12400169003,0,0,211243.874352,550011.283926,211225.410704,549943.762752
C12400169003,2,70,True,True,3,1,C12400169002,0,0,C12400151001,0,C12400450001,211225.410704,549943.762752,211194.0754,549829.1702
C12400170001,2,70,True,True,3,2,C12400152003,C12400449004,C12400155011,C12400170002,C12400449004,0,211205.6504,549826.005,211224.114073,549893.526167
C12400170002,2,70,True,True,0,0,C12400170001,0,0,C12400170003,0,0,211224.114073,549893.526167,211242.577746,549961.047334
C12400170003,2,70,True,True,2,1,C12400170002,0,0,C12400186001,0,C12400175001,211242.577746,549961.047334,211273.9131,550075.6399
C12400151001,2,70,True,True,2,2,C12400169003,C12400155011,C12400449004,C12400151002,C12400155011,0,211194.0906,549829.2247,211174.991498,549761.880515
C12400151002,2,70,True,True,0,0,C12400151001,0,0,C12400151003,0,0,211174.991498,549761.880515,211155.892395,549694.536329
C12400151003,2,70,True,True,3,1,C12400151002,0,0,C12400125001,0,C12400140001,211155.892395,549694.536329,211117.8904,549560.5398
C12400152001,2,70,True,True,3,2,C12400126006,C12400139005,C12400132013,C12400152002,C12400139005,0,211129.4351,549557.2657,211148.534202,549624.609886
C12400152002,2,70,True,True,0,0,C12400152001,0,0,C12400152003,0,0,211148.534202,549624.609886,211167.633305,549691.954071
C12400152003,2,70,True,True,2,1,C12400152002,0,0,C12400170001,0,C12400156011,211167.633305,549691.954071,211205.6353,549825.9506
C12400176001,1,70,True,True,1,2,C12400162007,C12400156023,C12400188024,C12400176002,C12400156023,0,211459.8804,549980.9066,211398.230695,550014.062739
C12400176002,1,70,True,True,0,0,C12400176001,0,0,C12400176003,0,0,211398.230695,550014.062739,211336.58099,550047.218878
C12400176003,1,70,True,True,4,1,C12400176002,0,0,C12400190021,0,C12400186001,211336.58099,550047.218878,211270.9675,550082.5068
C12400175001,1,70,True,True,4,2,C12400189025,C12400185002,C12400170003,C12400175002,C12400185002,0,211265.2836,550071.9383,211326.933291,550038.782136
C12400175002,1,70,True,True,0,0,C12400175001,0,0,C12400175003,0,0,211326.933291,550038.782136,211388.582982,550005.625972
C12400175003,1,70,True,True,1,1,C12400175002,0,0,C12400161001,0,C12400155021,211388.582982,550005.625972,211454.1965,549970.338
C12400185001,2,70,True,True,1,2,C12400203013,C12400187025,0,C12400185002,C12400187025,0,211304.6336,550223.5883,211285.004466,550156.39669
C12400185002,2,70,True,True,3,1,C12400185001,0,0,C12400169001,0,C12400190021,211285.004466,550156.39669,211262.3663,550078.905
C12400186001,2,70,True,True,3,2,C12400170003,C12400189025,C12400176003,C12400186002,C12400189025,0,211273.8848,550075.54,211293.513934,550142.73161
C12400186002,2,70,True,True,1,1,C12400186001,0,0,C12400204011,0,C12400188021,211293.513934,550142.73161,211316.1521,550220.2233
C12400203011,2,70,True,True,0,0,0,0,0,C12400203012,0,0,211377.4476,550480.1024,211358.33254,550412.762738
C12400203012,2,70,True,True,0,0,C12400203011,0,0,C12400203013,0,0,211358.33254,550412.762738,211339.21748,550345.423077
C12400203013,2,70,True,True,2,1,C12400203012,0,0,C12400185001,0,0,211339.21748,550345.423077,211304.6209,550223.5442
C12400204011,2,70,True,True,2,2,C12400186002,0,C12400187025,C12400204012,0,0,211316.1648,550220.2673,211335.27986,550287.606962
C12400204012,2,70,True,True,0,0,C12400204011,0,0,C12400204013,0,0,211335.27986,550287.606962,211354.39492,550354.946624
C12400204013,2,70,True,True,0,0,C12400204012,0,0,0,0,0,211354.39492,550354.946624,211388.9915,550476.8255
C12400007031,5,70,True,True,2,2,C12400407008,C124000840217,C12400109023,C12400007032,C124000840217,0,213464.9677,548758.9036,213403.249108,548725.875785
C12400007032,5,70,True,True,0,0,C12400007031,0,0,C12400007033,0,0,213403.249108,548725.875785,213341.530516,548692.84797
C12400007033,5,70,True,True,0,0,C12400007032,0,0,C12400007034,0,0,213341.530516,548692.84797,213279.811924,548659.820155
C12400007034,5,70,True,True,0,0,C12400007033,0,0,C12400007035,0,0,213279.811924,548659.820155,213218.093332,548626.79234
C12400007035,5,70,True,True,0,0,C12400007034,0,0,C12400007036,0,0,213218.093332,548626.79234,213156.37474,548593.764525
C12400007036,5,70,True,True,0,0,C12400007035,0,0,C12400007037,0,0,213156.37474,548593.764525,213094.656148,548560.736709
C12400007037,5,70,True,True,2,1,C12400007036,0,0,C12400007021,0,0,213094.656148,548560.736709,212981.3256,548500.0895
C12400008021,5,70,True,True,2,2,C12400008012,0,0,C12400008022,0,0,212986.9875,548489.5092,213048.706097,548522.537005
C12400008022,5,70,True,True,0,0,C12400008021,0,0,C12400008023,0,0,213048.706097,548522.537005,213110.424695,548555.56481
C12400008023,5,70,True,True,0,0,C12400008022,0,0,C12400008024,0,0,213110.424695,548555.56481,213172.143292,548588.592616
C12400008024,5,70,True,True,0,0,C12400008023,0,0,C12400008025,0,0,213172.143292,548588.592616,213233.86189,548621.620421
C12400008025,5,70,True,True,0,0,C12400008024,0,0,C12400008026,0,0,213233.86189,548621.620421,213295.580487,548654.648226
C12400008026,5,70,True,True,0,0,C12400008025,0,0,C12400008027,0,0,213295.580487,548654.648226,213357.299085,548687.676031
C12400008027,5,70,True,True,2,1,C12400008026,0,0,C12400406001,0,C12400083021,213357.299085,548687.676031,213470.6296,548748.3232
C12400104021,2,70,True,True,4,2,C12400086009,C12400002036,C12400007022,C12400104022,C12400002036,0,212848.4719,548424.277,212865.317278,548492.220015
C12400104022,2,70,True,True,1,1,C12400104021,0,0,C12400104031,0,0,212865.317278,548492.220015,212888.1595,548584.3503
C12400103011,2,70,True,True,1,2,C12400103026,0,0,C12400103012,0,0,212876.5122,548587.238,212859.666813,548519.294988
C12400103012,2,70,True,True,4,1,C12400103011,0,0,C12400085011,0,C12400001031,212859.666813,548519.294988,212836.8246,548427.1648
C12400007021,6,70,True,True,1,2,C12400007037,0,0,C12400007022,0,0,212981.5244,548500.1912,212918.619242,548469.483526
C12400007022,6,70,True,True,3,1,C12400007021,0,0,C12400001031,0,C12400104021,212918.619242,548469.483526,212840.0162,548431.1128
C12400008011,5,70,True,True,3,2,C12400002036,C12400103012,C12400086009,C12400008012,C12400103012,0,212845.2803,548420.329,212908.185449,548451.036693
C12400008012,5,70,True,True,1,1,C12400008011,0,0,C12400008021,0,0,212908.185449,548451.036693,212986.7886,548489.4075
C12400114021,2,70,True,True,1,2,0,C12400110023,C12400123009,C12400114022,C12400110023,0,213547.9922,548994.1522,213478.159094,548998.983247
C12400114022,2,70,True,True,0,0,C12400114021,0,0,C12400114023,0,0,213478.159094,548998.983247,213408.325989,549003.814293
C12400114023,2,70,True,True,0,0,C12400114022,0,0,C12400114024,0,0,213408.325989,549003.814293,213338.492883,549008.64534
C12400114024,2,70,True,True,0,0,C12400114023,0,0,C12400114025,0,0,213338.492883,549008.64534,213268.659778,549013.476386
C12400114025,2,70,True,True,0,0,C12400114024,0,0,C12400114026,0,0,213268.659778,549013.476386,213198.826672,549018.307433
C12400114026,2,70,True,True,0,0,C12400114025,0,0,C12400114027,0,0,213198.826672,549018.307433,213128.993567,549023.138479
C12400114027,2,70,True,True,4,1,C12400114026,0,0,C12400118001,0,C12400128011,213128.993567,549023.138479,212992.5461,549032.5779
C12400113021,2,70,True,True,4,2,C12400117007,C12400127019,C12400104036,C12400113022,C12400127019,0,212991.7566,549020.6039,213061.582992,549015.773304
C12400113022,2,70,True,True,0,0,C12400113021,0,0,C12400113023,0,0,213061.582992,549015.773304,213131.409383,549010.942709
C12400113023,2,70,True,True,0,0,C12400113022,0,0,C12400113024,0,0,213131.409383,549010.942709,213201.235775,549006.112113
C12400113024,2,70,True,True,0,0,C12400113023,0,0,C12400113025,0,0,213201.235775,549006.112113,213271.062167,549001.281517
C12400113025,2,70,True,True,0,0,C12400113024,0,0,C12400113026,0,0,213271.062167,549001.281517,213340.888559,548996.450922
C12400113026,2,70,True,True,0,0,C12400113025,0,0,C12400113027,0,0,213340.888559,548996.450922,213410.71495,548991.620326
C12400113027,2,70,True,True,1,1,C12400113026,0,0,0,0,C12400109021,213410.71495,548991.620326,213547.1491,548982.1818
C12400118001,2,70,True,True,1,2,C12400114027,C12400104036,C12400127019,C12400118002,C12400104036,0,212992.5937,549032.5745,212922.784077,549037.735523
C12400118002,2,70,True,True,0,0,C12400118001,0,0,C12400118003,0,0,212922.784077,549037.735523,212852.974453,549042.896545
C12400118003,2,70,True,True,0,0,C12400118002,0,0,C12400118004,0,0,212852.974453,549042.896545,212783.16483,549048.057568
C12400118004,2,70,True,True,0,0,C12400118003,0,0,C12400118005,0,0,212783.16483,549048.057568,212713.355206,549053.218591
C12400118005,2,70,True,True,0,0,C12400118004,0,0,C12400118006,0,0,212713.355206,549053.218591,212643.545583,549058.379613
C12400118006,2,70,True,True,0,0,C12400118005,0,0,C12400118007,0,0,212643.545583,549058.379613,212573.73596,549063.540636
C12400118007,2,70,True,True,4,1,C12400118006,0,0,C12400119031,0,C12400130011,212573.73596,549063.540636,212482.6083,549070.2777
C12400117001,2,70,True,True,4,2,C12400120032,C12400129016,C12400102046,C12400117002,C12400129016,0,212481.7236,549058.3104,212551.533223,549053.149377
C12400117002,2,70,True,True,0,0,C12400117001,0,0,C12400117003,0,0,212551.533223,549053.149377,212621.342847,549047.988355
C12400117003,2,70,True,True,0,0,C12400117002,0,0,C12400117004,0,0,212621.342847,549047.988355,212691.15247,549042.827332
C12400117004,2,70,True,True,0,0,C12400117003,0,0,C12400117005,0,0,212691.15247,549042.827332,212760.962093,549037.666309
C12400117005,2,70,True,True,0,0,C12400117004,0,0,C12400117006,0,0,212760.962093,549037.666309,212830.771717,549032.505287
C12400117006,2,70,True,True,0,0,C12400117005,0,0,C12400117007,0,0,212830.771717,549032.505287,212900.58134,549027.344264
C12400117007,2,70,True,True,1,1,C12400117006,0,0,C12400113021,0,C12400103021,212900.58134,549027.344264,212991.709,549020.6072
C12400130011,2,70,True,True,3,2,C12400102046,C12400120032,C12400118007,C12400130012,C12400120032,0,212487.9315,549062.633,212507.310308,549129.897261
C12400130012,2,70,True,True,0,0,C12400130011,0,0,C12400130013,0,0,212507.310308,549129.897261,212526.689116,549197.161522
C12400130013,2,70,True,True,0,0,C12400130012,0,0,C12400130014,0,0,212526.689116,549197.161522,212546.067925,549264.425783
C12400130014,2,70,True,True,0,0,C12400130013,0,0,C12400130015,0,0,212546.067925,549264.425783,212565.446733,549331.690044
C12400130015,2,70,True,True,0,0,C12400130014,0,0,C12400130016,0,0,212565.446733,549331.690044,212584.825541,549398.954305
C12400130016,2,70,True,True,1,1,C12400130015,0,0,C12400130021,0,0,212584.825541,549398.954305,212618.6028,549516.1959
C12400129011,2,70,True,True,1,2,C12400129022,0,0,C12400129012,0,0,212607.0718,549519.518,212587.692992,549452.253739
C12400129012,2,70,True,True,0,0,C12400129011,0,0,C12400129013,0,0,212587.692992,549452.253739,212568.314184,549384.989478
C12400129013,2,70,True,True,0,0,C12400129012,0,0,C12400129014,0,0,212568.314184,549384.989478,212548.935376,549317.725218
C12400129014,2,70,True,True,0,0,C12400129013,0,0,C12400129015,0,0,212548.935376,549317.725218,212529.556568,549250.460957
C12400129015,2,70,True,True,0,0,C12400129014,0,0,C12400129016,0,0,212529.556568,549250.460957,212510.177759,549183.196696
C12400129016,2,70,True,True,3,1,C12400129015,0,0,C12400101041,0,C12400119031,212510.177759,549183.196696,212476.4005,549065.9551
C12400130021,3,70,True,True,2,2,C12400130016,0,0,C12400130022,0,0,212618.5852,549516.1361,212638.662203,549583.195277
C12400130022,3,70,True,True,1,1,C12400130021,0,0,C12400166001,0,C12400148001,212638.662203,549583.195277,212661.8138,549660.5239
C12300374021,1,70,True,True,2,2,C12300374012,0,0,C12300374022,0,0,210151.8524,548383.4397,210217.692607,548359.668962
C12300374022,1,70,True,True,0,0,C12300374021,0,0,C12300374023,0,0,210217.692607,548359.668962,210283.532813,548335.898225
C12300374023,1,70,True,True,0,0,C12300374022,0,0,C12300374024,0,0,210283.532813,548335.898225,210349.37302,548312.127487
C12300374024,1,70,True,True,0,0,C12300374023,0,0,C12300374025,0,0,210349.37302,548312.127487,210415.213227,548288.35675
C12300374025,1,70,True,True,0,0,C12300374024,0,0,C12300374026,0,0,210415.213227,548288.35675,210481.053433,548264.586012
C12300374026,1,70,True,True,0,0,C12300374025,0,0,C12300374027,0,0,210481.053433,548264.586012,210546.89364,548240.815275
C12300374027,1,70,True,True,0,0,C12300374026,0,0,C12300374028,0,0,210546.89364,548240.815275,210612.733846,548217.044537
C12300374028,1,70,True,True,1,1,C12300374027,0,0,C12400091001,0,C12300368001,210612.733846,548217.044537,210733.3067,548173.5133
C12400129021,3,70,True,True,1,2,C12400165007,C12400147007,C12400137022,C12400129022,C12400147007,0,212650.318,549663.9656,212630.240997,549596.906423
C12400129022,3,70,True,True,2,1,C12400129021,0,0,C12400129011,0,0,212630.240997,549596.906423,212607.0894,549519.5778
C12400138021,2,70,True,True,2,2,C12400147007,C12400130022,C12400165007,C12400138022,C12400130022,0,212654.7367,549668.0957,212586.475873,549652.588324
C12400138022,2,70,True,True,2,1,C12400138021,0,0,C12400138011,0,0,212586.475873,549652.588324,212508.3204,549634.8331
C12400137021,3,70,True,True,2,2,C12400137019,0,0,C12400137022,0,0,212510.9788,549623.1312,212579.239627,549638.638576
C12400137022,3,70,True,True,2,1,C12400137021,0,0,C12400148001,0,C12400129021,212579.239627,549638.638576,212657.3951,549656.3938
C12400159001,1,70,True,True,0,0,0,0,0,C12400159002,0,0,213193.1889,549971.0298,213180.941506,549902.109395
C12400159002,1,70,True,True,0,0,C12400159001,0,0,C12400159003,0,0,213180.941506,549902.109395,213168.694111,549833.18899
C12400159003,1,70,True,True,3,1,C12400159002,0,0,C12400127011,0,C12400147001,213168.694111,549833.18899,213144.8942,549699.2585
C12400160021,1,70,True,True,3,2,C12400128019,C12400148007,C12400150024,C12400160022,C12400148007,0,213156.7091,549697.159,213168.956499,549766.079405
C12400160022,1,70,True,True,0,0,C12400160021,0,0,C12400160023,0,0,213168.956499,549766.079405,213181.203898,549834.999809
C12400160023,1,70,True,True,0,0,C12400160022,0,0,0,0,0,213181.203898,549834.999809,213205.0038,549968.9302
C12400093001,1,70,True,True,2,2,C12400402004,C12400006033,C12400009023,C12400093002,C12400006033,0,211178.3067,548702.5605,211141.892988,548642.785428
C12400093002,1,70,True,True,0,0,C12400093001,0,0,C12400093003,0,0,211141.892988,548642.785428,211105.479276,548583.010355
C12400093003,1,70,True,True,0,0,C12400093002,0,0,C12400093004,0,0,211105.479276,548583.010355,211069.065564,548523.235283
C12400093004,1,70,True,True,0,0,C12400093003,0,0,C12400093005,0,0,211069.065564,548523.235283,211032.651852,548463.46021
C12400093005,1,70,True,True,0,0,C12400093004,0,0,C12400093006,0,0,211032.651852,548463.46021,210996.23814,548403.685138
C12400093006,1,70,True,True,0,0,C12400093005,0,0,C12400093007,0,0,210996.23814,548403.685138,210959.824428,548343.910065
